Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
214745,The Money Coach's Guide to Your First Million: 7 Smart Habits to Building the Wealth of Your Dreams,Lynnette Khalfani,"Khalfani, Lynnette",,"=""0071470816""","=""9780071470810""",0,3.73,McGraw-Hill Companies,Hardcover,232,2006,2006,,2015/09/12,"to-read, my-books","to-read (#513), my-books (#185)",to-read,,,,,,,0,,,,,
6266907,"Alex Cross's Trial (Alex Cross, #15)",James Patterson,"Patterson, James",Richard DiLallo,"=""0316070629""","=""9780316070621""",0,3.88,"Little, Brown and Company",Hardcover,380,2009,2009,,2015/09/12,"to-read, my-books","to-read (#512), my-books (#183)",to-read,,,,,,,0,,,,,
470684,Cell,Stephen King,"King, Stephen",,"=""0743292332""","=""9780743292337""",0,3.61,Scribner,Hardcover,355,2006,2006,,2015/09/12,"to-read, my-books","to-read (#511), my-books (#182)",to-read,,,,,,,0,,,,,
126983,"Book Yourself Solid: The Fastest, Easiest, and Most Reliable System for Getting More Clients Than You Can Handle Even If You Hate Marketing and Selling",Michael Port,"Port, Michael",Tim Sanders,"=""0471783935""","=""9780471783930""",0,3.95,John Wiley & Sons,Hardcover,258,2006,2006,,2015/09/12,"to-read, my-books","to-read (#510), my-books (#181)",to-read,,,,,,,0,,,,,
823653,"The Camel Club (Camel Club, #1)",David Baldacci,"Baldacci, David",,"=""0446577383""","=""9780446577380""",0,3.99,Grand Central Publishing,Hardcover,438,2005,2005,,2015/09/12,"to-read, my-books","to-read (#509), my-books (#179)",to-read,,,,,,,0,,,,,
1292322,"Strange Affair (Inspector Banks, #15)",Peter Robinson,"Robinson, Peter",,"=""0060544333""","=""9780060544331""",0,3.91,William Morrow & Company,Hardcover,384,2005,2004,,2015/09/12,"to-read, my-books","to-read (#508), my-books (#178)",to-read,,,,,,,0,,,,,
77273,The Historian,Elizabeth Kostova,"Kostova, Elizabeth",,"=""0316011770""","=""9780316011778""",0,3.74,"Little, Brown and Company",Hardcover,642,2005,2003,,2015/09/12,"to-read, my-books","to-read (#507), my-books (#177)",to-read,,,,,,,0,,,,,
1655965,The Bronze Horseman,Paullina Simons,"Simons, Paullina",,"=""0060199261""","=""9780060199265""",0,4.38,William Morrow,Hardcover,637,2001,1997,,2015/09/12,"to-read, my-books","to-read (#506), my-books (#176)",to-read,,,,,,,0,,,,,
4725760,The Story of Edgar Sawtelle,David Wroblewski,"Wroblewski, David",,"=""0061768065""","=""9780061768064""",0,3.58,Ecco (An Imprint of HarperCollins),Hardcover,562,2008,2008,,2015/09/12,"to-read, my-books","to-read (#505), my-books (#175)",to-read,,,,,,,0,,,,,
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",0,3.62,Doubleday,Hardcover,509,2009,2009,,2015/09/12,"to-read, my-books","to-read (#504), my-books (#174)",to-read,,,,,,,0,,,,,
1377263,The Snow Fox,Susan Fromberg Schaeffer,"Schaeffer, Susan Fromberg",,"=""039305814X""","=""9780393058147""",0,3.53,W. W. Norton & Company,Hardcover,,2004,2004,,2015/09/12,"to-read, my-books","to-read (#503), my-books (#173)",to-read,,,,,,,0,,,,,
6958006,The American Short Story,Thomas Parkes,"Parkes, Thomas",,"=""1578661706""","=""9781578661701""",0,4.21,"Bristol Park Books, Inc.",Hardcover,1245,2008,2008,,2015/09/12,"to-read, my-books","to-read (#502), my-books (#172)",to-read,,,,,,,0,,,,,
4117866,Neuropath,R. Scott Bakker,"Bakker, R. Scott",,"=""0765321890""","=""9780765321893""",0,3.49,Tor Books,Hardcover,320,2009,2008,,2015/09/12,"to-read, my-books","to-read (#501), my-books (#171)",to-read,,,,,,,0,,,,,
22253747,Data and Goliath: The Hidden Battles to Collect Your Data and Control Your World,Bruce Schneier,"Schneier, Bruce",,"=""0393244814""","=""9780393244816""",0,4.07,W. W. Norton & Company,Hardcover,400,2015,2015,,2015/09/12,"to-read, my-books","to-read (#500), my-books (#167)",to-read,,,,,,,0,,,,,
3736992,The Big Book of Parenting Solutions: 101 Answers to Your Everyday Challenges and Wildest Worries,Michele Borba,"Borba, Michele",,"=""0787988316""","=""9780787988319""",0,3.71,Jossey-Bass,Paperback,694,2009,2008,,2015/09/12,"to-read, my-books","to-read (#499), my-books (#165)",to-read,,,,,,,0,,,,,
13198809,"Food Fights: Winning the Nutritional Challenges of Parenthood Armed With Insight, Humor, and a Bottle of Ketchup",Laura A. Jana,"Jana, Laura A.",Jennifer Shu,"=""1581105851""","=""9781581105858""",0,3.42,American Academy of Pediatrics,Paperback,346,2012,2007,,2015/09/12,"to-read, my-books","to-read (#498), my-books (#162)",to-read,,,,,,,0,,,,,
1589371,"Toxic Work: How to Overcome Stress, Overload and Burnout and RevitalizeYour Career",Barbara Bailey Reinhold,"Reinhold, Barbara Bailey",,"=""0452272750""","=""9780452272750""",0,3.23,Plume,Paperback,256,1997,1996,,2015/09/12,"to-read, my-books","to-read (#497), my-books (#160)",to-read,,,,,,,0,,,,,
8576281,"The Joy of Less, A Minimalist Living Guide: How to Declutter, Organize, and Simplify Your Life",Francine Jay,"Jay, Francine",,"=""0984087311""","=""9780984087310""",0,3.81,Anja Press,Paperback,296,2010,2010,,2015/09/12,"to-read, my-books","to-read (#496), my-books (#157)",to-read,,,,,,,0,,,,,
482,"Armageddon Averted: The Soviet Collapse, 1970-2000",Stephen Kotkin,"Kotkin, Stephen",,"=""0195168941""","=""9780195168945""",0,3.64,"Oxford University Press, USA",Paperback,245,2003,2001,,2015/09/12,"to-read, my-books","to-read (#495), my-books (#154)",to-read,,,,,,,0,,,,,
1633,Getting Things Done: The Art of Stress-Free Productivity,David Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",0,3.95,Penguin Books,Paperback,267,2002,2001,,2015/09/12,"to-read, my-books","to-read (#494), my-books (#153)",to-read,,,,,,,0,,,,,
5986521,"Tsar (Alexander Hawke, #5)",Ted Bell,"Bell, Ted",,"=""1416550437""","=""9781416550433""",0,3.95,Pocket Star,Paperback,720,2009,2008,,2015/09/12,"to-read, my-books","to-read (#493), my-books (#152)",to-read,,,,,,,0,,,,,
318430,An Essay on the Principle of Population,Thomas Robert Malthus,"Malthus, Thomas Robert",Geoffrey Gilbert,"=""0192837478""","=""9780192837479""",0,3.44,"Oxford University Press, USA",Paperback,208,1999,1798,,2015/09/12,"to-read, my-books","to-read (#492), my-books (#151)",to-read,,,,,,,0,,,,,
6327123,City of Thieves,David Benioff,"Benioff, David",,"=""0452295297""","=""9780452295292""",0,4.26,Plume,Paperback,258,2009,2006,,2015/09/12,"to-read, my-books","to-read (#491), my-books (#150)",to-read,,,,,,,0,,,,,
945979,Freakonomics Om,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0141025808""","=""9780141025803""",0,3.90,Penguin UK,Paperback,242,2006,2001,,2015/09/12,"to-read, my-books","to-read (#490), my-books (#149)",to-read,,,,,,,0,,,,,
344898,"Checklists for Life: 104 Lists to Help You Get Organized, Save Time, and Unclutter Your Life",Kirsten Lagatree,"Lagatree, Kirsten",,"=""0375707336""","=""9780375707339""",0,3.21,Random House Reference Publishing,Paperback,304,1999,1999,,2015/09/12,"to-read, my-books","to-read (#489), my-books (#148)",to-read,,,,,,,0,,,,,
17205920,Millionaire in Flip Flops,Sue Cooper,"Cooper, Sue",,"=""0986030880""","=""9780986030888""",0,4.47,Sue Cooper,Paperback,164,2012,2012,,2015/09/12,"to-read, my-books","to-read (#488), my-books (#147)",to-read,,,,,,,0,,,,,
152192,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",Robert Hampson,"=""0140186522""","=""9780140186529""",0,3.39,Penguin Classics,Paperback,166,1995,1899,,2015/09/12,"to-read, my-books","to-read (#487), my-books (#144)",to-read,,,,,,,0,,,,,
3423187,The Chicago Way,Michael  Harvey,"Harvey, Michael",,"=""0307386287""","=""9780307386281""",0,3.56,Vintage,Paperback,320,2008,2007,,2015/09/12,"to-read, my-books","to-read (#486), my-books (#142)",to-read,,,,,,,0,,,,,
437141,"Germinal (Les Rougon-Macquart, #13)",Émile Zola,"Zola, Émile",Leonard Tancock,"=""0140440453""","=""9780140440454""",0,4.06,Penguin Classics,Paperback,499,1954,1885,,2015/09/12,"to-read, my-books","to-read (#485), my-books (#141)",to-read,,,,,,,0,,,,,
65327,People Skills,Robert Bolton,"Bolton, Robert",,"=""067162248X""","=""9780671622480""",0,3.91,Touchstone,Paperback,324,1986,1979,,2015/09/12,"to-read, my-books","to-read (#484), my-books (#140)",to-read,,,,,,,0,,,,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""9780671723651""",0,4.07,Gallery Books,Paperback,288,1998,1936,,2015/09/12,"to-read, my-books","to-read (#483), my-books (#139)",to-read,,,,,,,0,,,,,
77142,Snow Falling on Cedars,David Guterson,"Guterson, David",,"=""067976402X""","=""9780679764021""",0,3.76,Vintage,Paperback,460,1995,1994,,2015/09/12,"to-read, my-books","to-read (#482), my-books (#138)",to-read,,,,,,,0,,,,,
50420,One Hundred Years of Solitude,Gabriel Garcí­a Márquez,"Márquez, Gabriel Garcí­a",Gregory Rabassa,"=""0060929790""","=""9780060929794""",0,4.01,Harper Perennial,Paperback,458,1998,1967,,2015/09/12,"to-read, my-books","to-read (#481), my-books (#137)",to-read,,,,,,,0,,,,,
790455,Back When We Were Grownups,Anne Tyler,"Tyler, Anne",,"=""0345446860""","=""9780345446862""",0,3.49,Ballantine Books,Paperback,304,2002,2001,,2015/09/12,"to-read, my-books","to-read (#480), my-books (#136)",to-read,,,,,,,0,,,,,
113206,Lenin's Tomb: The Last Days of the Soviet Empire,David Remnick,"Remnick, David",,"=""0679751254""","=""9780679751250""",0,4.15,Vintage,Paperback,624,1994,1993,,2015/09/12,"to-read, my-books","to-read (#479), my-books (#135)",to-read,,,,,,,0,,,,,
259028,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,"Larson, Erik",,"=""0375725601""","=""9780375725609""",0,3.97,Vintage,Paperback,396,2004,2002,,2015/09/12,"to-read, my-books","to-read (#478), my-books (#134)",to-read,,,,,,,0,,,,,
6206,Elizabeth Costello,J.M. Coetzee,"Coetzee, J.M.",,"=""0142004812""","=""9780142004814""",0,3.39,Penguin Books,Paperback,231,2004,2001,,2015/09/12,"to-read, my-books","to-read (#477), my-books (#133)",to-read,,,,,,,0,,,,,
5191,The Pilot's Wife,Anita Shreve,"Shreve, Anita",,"=""0316601950""","=""9780316601955""",0,3.47,Back Bay Books,Paperback,292,1999,1998,,2015/09/12,"to-read, my-books","to-read (#476), my-books (#132)",to-read,,,,,,,0,,,,,
3476,Icy Sparks,Gwyn Hyman Rubio,"Rubio, Gwyn Hyman",,"=""0142000205""","=""9780142000205""",0,3.66,Penguin Books,Paperback,336,2001,1998,,2015/09/12,"to-read, my-books","to-read (#475), my-books (#131)",to-read,,,,,,,0,,,,,
18770396,The Burgess Boys,Elizabeth Strout,"Strout, Elizabeth",,"=""0812979516""","=""9780812979510""",0,3.50,Random House,Paperback,352,2014,2013,,2015/09/12,"to-read, my-books","to-read (#474), my-books (#130)",to-read,,,,,,,0,,,,,
12442,The Plague Dogs,Richard Adams,"Adams, Richard",,"=""0345494024""","=""9780345494023""",0,3.82,Ballantine Books,Paperback,390,2006,1977,,2015/09/12,"to-read, my-books","to-read (#473), my-books (#129)",to-read,,,,,,,0,,,,,
7004083,Between Here and April,Deborah Copaken Kogan,"Kogan, Deborah Copaken",,"=""1565129326""","=""9781565129320""",0,3.18,Algonquin Books,Paperback,304,2009,2008,,2015/09/12,"to-read, my-books","to-read (#472), my-books (#128)",to-read,,,,,,,0,,,,,
394731,The End of the Affair,Graham Greene,"Greene, Graham",Michael Gorra,"=""0142437980""","=""9780142437988""",0,3.96,Penguin Classics,Paperback,160,2004,1951,,2015/09/12,"to-read, my-books","to-read (#471), my-books (#127)",to-read,,,,,,,0,,,,,
429631,Borderliners,Peter Høeg,"Høeg, Peter",Barbara Haveland,"=""0385315082""","=""9780385315081""",0,3.65,Delta,Paperback,288,1995,1993,,2015/09/12,"to-read, my-books","to-read (#470), my-books (#126)",to-read,,,,,,,0,,,,,
439686,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",Robert DeMott,"=""0140186409""","=""9780140186406""",0,3.89,Penguin Classics,Paperback,619,1992,1939,,2015/09/12,"to-read, my-books","to-read (#469), my-books (#125)",to-read,,,,,,,0,,,,,
16059,The Dive From Clausen's Pier,Ann Packer,"Packer, Ann",,"=""0375727132""","=""9780375727139""",0,3.40,Vintage,Paperback,432,2003,2002,,2015/09/12,"to-read, my-books","to-read (#468), my-books (#124)",to-read,,,,,,,0,,,,,
411190,City Boy: A Novel,Jean Thompson,"Thompson, Jean",,"=""0743242831""","=""9780743242837""",0,3.40,Simon & Schuster,Paperback,320,2005,2004,,2015/09/12,"to-read, my-books","to-read (#467), my-books (#122)",to-read,,,,,,,0,,,,,
825330,The Book of Laughter and Forgetting,Milan Kundera,"Kundera, Milan",Aaron Asher,"=""057117437X""","=""9780571174379""",0,4.01,Faber and Faber,Paperback,312,1996,1978,,2015/09/12,"to-read, my-books","to-read (#466), my-books (#121)",to-read,,,,,,,0,,,,,
1140646,The Gravedigger's Daughter,Joyce Carol Oates,"Oates, Joyce Carol",,"=""0061236837""","=""9780061236839""",0,3.49,Harper Perennial,Paperback,624,2008,2005,,2015/09/12,"to-read, my-books","to-read (#465), my-books (#120)",to-read,,,,,,,0,,,,,
1343440,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0307341550""","=""9780307341556""",0,3.90,Broadway Books,Trade Paperback,254,2007,2006,,2015/09/12,"to-read, my-books","to-read (#464), my-books (#119)",to-read,,,,,,,0,,,,,
77278,I Know This Much Is True,Wally Lamb,"Lamb, Wally",,"=""0060391626""","=""9780060391621""",0,4.15,Regan Books/HarperCollins Publishers,Hardcover,897,1998,1998,,2015/09/12,"my-books, to-read","my-books (#118), to-read (#463)",to-read,,,,,,,0,,,,,
49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,"Mortenson, Greg",David Oliver Relin,"=""0143038257""","=""9780143038252""",0,3.63,Penguin ,Paperback,349,2007,2006,,2015/09/12,"to-read, my-books","to-read (#462), my-books (#116)",to-read,,,,,,,0,,,,,
576801,Sister Carrie,Theodore Dreiser,"Dreiser, Theodore","Alfred Kazin, John C. Berkey, Alice M. Winters, James L.W. West III, Neda M. Westlake, Charles D. Winters, James West","=""0140188282""","=""9780140188288""",0,3.70,Penguin Books,Paperback,499,1994,1900,,2015/09/12,"to-read, my-books","to-read (#461), my-books (#115)",to-read,,,,,,,0,,,,,
37819,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0060977493""","=""9780060977498""",0,3.89,HarperCollins,Paperback,321,1997,1997,,2015/09/12,"to-read, my-books","to-read (#460), my-books (#114)",to-read,,,,,,,0,,,,,
9389,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,Neil A. Fiore,"Fiore, Neil A.",,"=""0874775043""","=""9780874775044""",0,3.85,Tarcher,Paperback,201,1988,1988,,2015/09/12,"to-read, my-books","to-read (#459), my-books (#113)",to-read,,,,,,,0,,,,,
8722242,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,"Kerman, Piper",,"=""0385523394""","=""9780385523394""",0,3.68,Spiegel & Grau,Paperback,314,2011,2010,,2015/09/12,"to-read, my-books","to-read (#458), my-books (#111)",to-read,,,,,,,0,,,,,
6976,The Mermaid Chair,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0143036696""","=""9780143036692""",0,3.07,Penguin Books,Paperback,368,2006,2004,,2015/09/12,"to-read, my-books","to-read (#457), my-books (#110)",to-read,,,,,,,0,,,,,
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",0,3.81,Vintage,Paperback,259,1992,1962,,2015/09/12,"to-read, my-books","to-read (#456), my-books (#107)",to-read,,,,,,,0,,,,,
6562491,"The Wrong Mother (Spilling CID, #3)",Sophie Hannah,"Hannah, Sophie",,"=""0143116304""","=""9780143116301""",0,3.47,Penguin Books,Paperback,402,2009,2008,,2015/09/12,"to-read, my-books","to-read (#455), my-books (#106)",to-read,,,,,,,0,,,,,
1800544,Golden Country,Jennifer Gilmore,"Gilmore, Jennifer",,"=""0156034379""","=""9780156034371""",0,3.23,Mariner Books,Paperback,368,2007,2006,,2015/09/12,"to-read, my-books","to-read (#454), my-books (#105)",to-read,,,,,,,0,,,,,
913689,Whistling In the Dark,Lesley Kagen,"Kagen, Lesley",,"=""0451221230""","=""9780451221230""",0,3.85,NAL,Paperback,336,2007,2007,,2015/09/12,"to-read, my-books","to-read (#453), my-books (#104)",to-read,,,,,,,0,,,,,
533465,Balzac and the Little Chinese Seamstress,Dai Sijie,"Sijie, Dai",Ina Rilke,"=""0385722206""","=""9780385722209""",0,3.60,Anchor,Paperback,184,2002,2000,,2015/09/12,"to-read, my-books","to-read (#452), my-books (#103)",to-read,,,,,,,0,,,,,
5182,Songs in Ordinary Time,Mary McGarry Morris,"Morris, Mary McGarry",,"=""0140244824""","=""9780140244823""",0,3.65,Penguin Books,Paperback,740,1996,1995,,2015/09/12,"to-read, my-books","to-read (#451), my-books (#102)",to-read,,,,,,,0,,,,,
4408,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142004235""","=""9780142004234""",0,4.32,Penguin Books,Paperback,601,2002,1952,,2015/09/12,"to-read, my-books","to-read (#450), my-books (#101)",to-read,,,,,,,0,,,,,
49702,Hard Laughter,Anne Lamott,"Lamott, Anne",,"=""0865472807""","=""9780865472808""",0,3.67,North Point Press,Paperback,304,1979,1979,,2015/09/12,"to-read, my-books","to-read (#449), my-books (#100)",to-read,,,,,,,0,,,,,
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,"Miller, Donald",,"=""0785263705""","=""9780785263708""",0,3.92,Nelson Books,Paperback,243,2003,2002,,2015/09/12,"to-read, my-books","to-read (#448), my-books (#98)",to-read,,,,,,,0,,,,,
394396,Optimal Thinking: How to Be Your Best Self,Rosalene Glickman,"Glickman, Rosalene",,"=""0471414646""","=""9780471414643""",0,3.39,John Wiley & Sons,Paperback,256,2002,2002,,2015/09/12,"to-read, my-books","to-read (#447), my-books (#96)",to-read,,,,,,,0,,,,,
3668798,Learn to Balance Your Life: A Practical Guide to Having It All,Michael Hinz,"Hinz, Michael",Jessica Hinz,"=""0811843017""","=""9780811843010""",0,3.38,Chronicle Books,Paperback,160,2004,2004,,2015/09/12,"to-read, my-books","to-read (#446), my-books (#95)",to-read,,,,,,,0,,,,,
132202,Man Is Wolf to Man: Surviving the Gulag,Janusz Bardach,"Bardach, Janusz",Kathleen Gleeson,"=""0520221524""","=""9780520221529""",0,4.33,University of California Press,Paperback,408,1999,1998,,2015/09/12,"to-read, my-books","to-read (#445), my-books (#94)",to-read,,,,,,,0,,,,,
185299,Bombay Ice,Leslie Forbes,"Forbes, Leslie",,"=""0553380478""","=""9780553380477""",0,3.08,Bantam,Paperback,416,1999,1998,,2015/09/12,"to-read, my-books","to-read (#444), my-books (#90)",to-read,,,,,,,0,,,,,
260493,Secrets to Winning at Office Politics: How to Achieve Your Goals and Increase Your Influence at Work,Marie G. McIntyre,"McIntyre, Marie G.",,"=""0312332181""","=""9780312332181""",0,3.68,St. Martin's Griffin,Paperback,288,2005,2005,,2015/09/12,"to-read, my-books","to-read (#443), my-books (#89)",to-read,,,,,,,0,,,,,
854554,Mr. Blue,Myles Connolly,"Connolly, Myles","John B. Breslin, Amy Welborn","=""0829421319""","=""9780829421316""",0,3.70,Loyola Classics,Paperback,148,2005,1990,,2015/09/12,"to-read, my-books","to-read (#442), my-books (#87)",to-read,,,,,,,0,,,,,
151350,"Wolves Eat Dogs (Arkady Renko, #5)",Martin Cruz Smith,"Smith, Martin Cruz",,"=""0671775952""","=""9780671775957""",0,3.93,Gallery Books,Paperback,352,2006,2004,,2015/09/12,"to-read, my-books","to-read (#441), my-books (#86)",to-read,,,,,,,0,,,,,
77699,Dinner at the Homesick Restaurant,Anne Tyler,"Tyler, Anne",,"=""0449911594""","=""9780449911594""",0,3.82,Ballantine Books,Paperback,303,1996,1982,,2015/09/12,"to-read, my-books","to-read (#440), my-books (#85)",to-read,,,,,,,0,,,,,
150471,Fall On Your Knees ,Ann-Marie MacDonald,"MacDonald, Ann-Marie",,"=""0743237188""","=""9780743237185""",0,3.93,Touchstone,Paperback,512,2002,1996,,2015/09/12,"to-read, my-books","to-read (#439), my-books (#84)",to-read,,,,,,,0,,,,,
95186,The Inheritance of Loss,Kiran Desai,"Desai, Kiran",,"=""0802142818""","=""9780802142818""",0,3.38,Grove Press,Paperback,357,2005,2005,,2015/09/12,"to-read, my-books","to-read (#438), my-books (#83)",to-read,,,,,,,0,,,,,
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""0679720219""","=""9780679720218""",0,3.96,Vintage International,Paperback,308,1991,1947,,2015/09/12,"to-read, my-books","to-read (#437), my-books (#82)",to-read,,,,,,,0,,,,,
2152,The Jane Austen Book Club,Karen Joy Fowler,"Fowler, Karen Joy",,"=""0452286530""","=""9780452286535""",0,3.04,Plume,Paperback,288,2005,2004,,2015/09/12,"to-read, my-books","to-read (#436), my-books (#81)",to-read,,,,,,,0,,,,,
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",0,3.98,Penguin Books,Paperback,318,2003,2001,,2015/09/12,"to-read, my-books","to-read (#435), my-books (#79)",to-read,,,,,,,0,,,,,
228345,The Orchid Thief: A True Story of Beauty and Obsession,Susan Orlean,"Orlean, Susan",,"=""044900371X""","=""9780449003718""",0,3.68,Ballantine Books,Paperback,284,2000,1998,,2015/09/12,"to-read, my-books","to-read (#434), my-books (#78)",to-read,,,,,,,0,,,,,
747213,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618918248""","=""9780618918249""",0,3.89,Mariner Books,Paperback,463,2008,2006,,2015/09/12,"to-read, my-books","to-read (#433), my-books (#77)",to-read,,,,,,,0,,,,,
199638,Oral History,Lee Smith,"Smith, Lee",,"=""0345410289""","=""9780345410283""",0,4.06,Ballantine Books,Paperback,286,1996,1983,,2015/09/12,"to-read, my-books","to-read (#432), my-books (#76)",to-read,,,,,,,0,,,,,
15807,The Dress Lodger,Sheri Holman,"Holman, Sheri",,"=""0345436911""","=""9780345436917""",0,3.56,Ballantine Books,Paperback,291,2001,1998,,2015/09/12,"to-read, my-books","to-read (#431), my-books (#75)",to-read,,,,,,,0,,,,,
6241476,The Hour I First Believed,Wally Lamb,"Lamb, Wally",,"=""0060988436""","=""9780060988432""",0,3.78,Harper Perennial,Paperback,768,2009,2007,,2015/09/12,"to-read, my-books","to-read (#430), my-books (#74)",to-read,,,,,,,0,,,,,
76691,Emma ,Jane Austen,"Austen, Jane",,"=""0553212737""","=""9780553212730""",0,3.97,Bantam Classics,Paperback,432,1984,1815,,2015/09/12,"to-read, my-books","to-read (#429), my-books (#73)",to-read,,,,,,,0,,,,,
84979,Pride and Prejudice,Jane Austen,"Austen, Jane",,"=""0553213105""","=""9780553213102""",0,4.23,Bantam Classic,Paperback,334,2003,1813,,2015/09/12,"to-read, my-books","to-read (#428), my-books (#72)",to-read,,,,,,,0,,,,,
606991,A Simple Plan,Scott B. Smith,"Smith, Scott B.",,"=""0312952716""","=""9780312952716""",0,3.90,St. Martin's Paperbacks,Paperback,416,1994,1993,,2015/09/12,"to-read, my-books","to-read (#427), my-books (#71)",to-read,,,,,,,0,,,,,
926108,Visibility,Boris Starling,"Starling, Boris",,"=""0451412508""","=""9780451412508""",0,3.40,Onyx,Paperback,384,2008,2006,,2015/09/12,"to-read, my-books","to-read (#426), my-books (#70)",to-read,,,,,,,0,,,,,
1410525,Native Son,Richard Wright,"Wright, Richard",,"=""0060812494""","=""9780060812492""",0,3.93,Harper Perrenial,Mass Market Paperback,594,1993,1940,,2015/09/12,"to-read, my-books","to-read (#425), my-books (#69)",to-read,,,,,,,0,,,,,
482980,Summer Sisters,Judy Blume,"Blume, Judy",,"=""0440226430""","=""9780440226437""",0,3.81,Dell,Paperback,399,1999,1998,,2015/09/12,"to-read, my-books","to-read (#424), my-books (#68)",to-read,,,,,,,0,,,,,
643918,"The Surgeon (Jane Rizzoli & Maura Isles, #1)",Tess Gerritsen,"Gerritsen, Tess",,"=""0345447840""","=""9780345447845""",0,4.08,Ballantine Books,Paperback,350,2002,2001,,2015/09/12,"to-read, my-books","to-read (#423), my-books (#67)",to-read,,,,,,,0,,,,,
1096534,Desert Fury,"Tom ""Bear"" Wilson","Wilson, Tom ""Bear""",,"=""0451407911""","=""9780451407917""",0,3.83,Signet,Paperback,,1998,1998,,2015/09/12,"to-read, my-books","to-read (#422), my-books (#66)",to-read,,,,,,,0,,,,,
397229,The Innocent Man,John Grisham,"Grisham, John",,"=""0440243831""","=""9780440243830""",0,3.77,Dell,Paperback,435,2007,2006,,2015/09/12,"to-read, my-books","to-read (#421), my-books (#65)",to-read,,,,,,,0,,,,,
497944,Stealing Faces,Michael Prescott,"Prescott, Michael",,"=""0451198514""","=""9780451198518""",0,3.65,Signet,Paperback,424,1999,1999,,2015/09/12,"to-read, my-books","to-read (#420), my-books (#64)",to-read,,,,,,,0,,,,,
108566,The Walking,Bentley Little,"Little, Bentley",,"=""0451201744""","=""9780451201744""",0,3.46,A Signet Book,Mass Market Paperback,373,2000,2000,,2015/09/12,"to-read, my-books","to-read (#419), my-books (#63)",to-read,,,,,,,0,,,,,
1246476,"Cause Of Death (Kay Scarpetta, #7)",Patricia Cornwell,"Cornwell, Patricia",,"=""0425158616""","=""9780425158616""",0,3.92,Berkley,Paperback,356,1997,1996,,2015/09/12,"to-read, my-books","to-read (#417), my-books (#61)",to-read,,,,,,,0,,,,,
343779,The Return,Bentley Little,"Little, Bentley",,"=""0451206878""","=""9780451206879""",0,3.43,A Signet Book,Mass Market Paperback,354,2002,2002,,2015/09/12,"to-read, my-books","to-read (#418), my-books (#62)",to-read,,,,,,,0,,,,,
95991,Vodka,Boris Starling,"Starling, Boris",,"=""0451412060""","=""9780451412065""",0,3.58,Onyx,Paperback,656,2006,2000,,2015/09/12,"to-read, my-books","to-read (#416), my-books (#60)",to-read,,,,,,,0,,,,,
108568,The Policy,Bentley Little,"Little, Bentley",,"=""0451209540""","=""9780451209542""",0,3.75,Signet,Mass Market Paperback,389,2003,2003,,2015/09/12,"to-read, my-books","to-read (#415), my-books (#59)",to-read,,,,,,,0,,,,,
219407,"The Tomb (Adversary Cycle, #2) (Repairman Jack, #1)",F. Paul Wilson,"Wilson, F. Paul",,"=""0765355132""","=""9780765355133""",0,4.05,Tor Books,Mass Market Paperback,434,2006,1984,,2015/09/12,"to-read, my-books","to-read (#414), my-books (#58)",to-read,,,,,,,0,,,,,
903445,Perfect Timing (The Dream Unfolds / Presumed Guilty / Strings),Barbara Delinsky,"Delinsky, Barbara","Tess Gerritsen, Muriel Jensen","=""0373834837""","=""9780373834839""",0,4.80,Harlequin Books,Mass Market Paperback,642,2001,2001,,2015/09/12,"to-read, my-books","to-read (#412), my-books (#56)",to-read,,,,,,,0,,,,,
